City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
232,Gualaco,HN,2020-08-19 18:13:51,15.05,-86.05,83.75,57,38,3.51
233,Fontem,CM,2020-08-19 18:13:51,5.47,9.88,68.81,95,94,1.52
234,Sisimiut,GL,2020-08-19 18:13:51,66.94,-53.67,54.16,59,0,6.67
235,Igarka,RU,2020-08-19 18:13:52,67.47,86.58,60.37,54,47,11.97
236,Salalah,OM,2020-08-19 18:13:52,17.02,54.09,78.8,94,90,4.7
237,Leh,IN,2020-08-19 18:13:52,34.17,77.58,65.12,34,28,6.44
238,Upernavik,GL,2020-08-19 18:13:53,72.79,-56.15,50.97,68,94,1.34
239,Manaus,BR,2020-08-19 18:09:37,-3.1,-60.02,95.0,50,40,5.82
240,Torbat-E Jam,IR,2020-08-19 18:13:53,35.24,60.62,69.49,27,0,7.45
241,Rio Gallegos,AR,2020-08-19 18:13:53,-51.62,-69.22,44.6,75,40,9.17
242,Bani,DO,2020-08-19 18:09:30,18.28,-70.33,91.99,66,75,3.36
243,Oistins,BB,2020-08-19 18:13:54,13.07,-59.53,86.0,74,40,21.92
244,Ibra,OM,2020-08-19 18:13:55,22.69,58.53,91.22,45,24,6.51
245,Ancud,CL,2020-08-19 18:13:55,-41.87,-73.82,51.01,65,20,12.75
246,Seydi,TM,2020-08-19 18:13:55,39.48,62.91,76.71,18,0,10.94
247,Skibbereen,IE,2020-08-19 18:13:55,51.55,-9.27,62.6,100,90,9.17
248,Spoleto,IT,2020-08-19 18:13:56,42.74,12.74,86.0,59,62,12.75
249,Nieuw Amsterdam,SR,2020-08-19 18:13:56,5.88,-55.08,93.2,52,40,6.93
250,Beyneu,KZ,2020-08-19 18:13:56,45.32,55.2,74.26,19,0,8.05
251,Bandar-E Anzali,IR,2020-08-19 18:13:57,37.47,49.46,73.4,78,75,1.52
252,Port Elizabeth,ZA,2020-08-19 18:13:57,-33.92,25.57,53.6,71,18,10.29
253,Paita,PE,2020-08-19 18:13:57,-5.09,-81.11,71.6,64,53,18.34
254,Banapur,IN,2020-08-19 18:13:58,19.78,85.18,81.77,85,100,6.76
255,Juigalpa,NI,2020-08-19 18:13:58,12.11,-85.36,87.8,58,40,6.93
256,Arusha,TZ,2020-08-19 18:13:58,-3.37,36.68,69.8,60,75,4.7
257,Den Helder,NL,2020-08-19 18:13:58,52.96,4.76,75.99,64,90,4.7
258,Kutum,SD,2020-08-19 18:13:58,14.2,24.67,78.4,57,90,12.64
259,Usinsk,RU,2020-08-19 18:13:59,65.99,57.53,58.41,85,87,11.77
260,Barahona,DO,2020-08-19 18:13:59,18.21,-71.1,91.4,66,20,18.34
261,Port-Cartier,CA,2020-08-19 18:13:59,50.03,-66.87,66.0,82,75,12.75
262,Grindavik,IS,2020-08-19 18:13:59,63.84,-22.43,50.0,93,90,4.7
263,Kiruna,SE,2020-08-19 18:14:00,67.86,20.23,60.8,63,69,8.05
264,Bosaso,SO,2020-08-19 18:14:00,11.28,49.18,93.36,42,3,16.31
265,Kozhva,RU,2020-08-19 18:14:00,65.11,57.05,58.23,89,100,8.79
266,Paamiut,GL,2020-08-19 18:14:00,61.99,-49.67,46.9,69,0,3.36
267,Verkhnyaya Inta,RU,2020-08-19 18:14:01,65.98,60.31,58.64,82,96,6.85
268,Bay Roberts,CA,2020-08-19 18:14:01,47.6,-53.26,72.0,65,98,12.37
269,Matay,EG,2020-08-19 18:14:01,28.42,30.78,86.56,24,0,6.93
270,Mahibadhoo,MV,2020-08-19 18:14:01,3.78,72.97,83.26,62,83,1.25
271,Santiago Del Estero,AR,2020-08-19 18:14:02,-27.8,-64.26,62.94,28,95,15.73
272,Ellisras,ZA,2020-08-19 18:14:02,-23.66,27.74,55.38,30,0,3.58
273,Ilave,PE,2020-08-19 18:14:02,-16.08,-69.67,60.69,28,0,10.38
274,Soyo,AO,2020-08-19 18:14:03,-6.13,12.37,72.43,85,60,10.02
275,Gravdal,NO,2020-08-19 18:14:03,68.12,13.5,48.2,93,75,9.17
276,Porto Novo,BJ,2020-08-19 18:14:03,6.5,2.6,78.8,83,40,14.99
277,Santa Cruz Cabralia,BR,2020-08-19 18:14:03,-16.28,-39.02,75.2,78,90,16.11
278,Belmonte,BR,2020-08-19 18:14:03,-15.86,-38.88,75.2,78,90,16.11
279,Clyde River,CA,2020-08-19 18:14:04,70.47,-68.59,55.4,76,75,9.17
280,Landeck,AT,2020-08-19 18:14:04,47.13,10.56,71.01,52,75,5.82
281,Santa Maria,BR,2020-08-19 18:13:29,-29.68,-53.81,64.4,63,75,8.05
282,Porto San Giorgio,IT,2020-08-19 18:14:04,43.18,13.79,78.01,65,35,3.0
283,Snezhnogorsk,RU,2020-08-19 18:14:05,69.19,33.25,59.0,72,72,4.47
284,Ambovombe,MG,2020-08-19 18:14:05,-25.17,46.08,68.07,85,0,6.73
285,Salekhard,RU,2020-08-19 18:14:05,66.53,66.6,57.83,74,12,14.7
286,Eirunepe,BR,2020-08-19 18:14:06,-6.66,-69.87,98.56,34,6,4.27
287,Sao Miguel Do Araguaia,BR,2020-08-19 18:14:06,-13.28,-50.16,99.1,19,4,5.46
288,Rawson,AR,2020-08-19 18:12:44,-43.3,-65.1,45.32,49,0,13.02
289,Pasni,PK,2020-08-19 18:14:06,25.26,63.47,81.91,87,74,15.52
290,Kralendijk,BQ,2020-08-19 18:14:07,12.15,-68.27,87.8,66,75,16.11
291,Marawi,PH,2020-08-19 18:14:07,8.0,124.29,75.0,93,100,4.0
292,Maturin,VE,2020-08-19 18:14:07,9.75,-63.18,89.91,56,45,4.52
293,Campoverde,PE,2020-08-19 18:14:07,-8.48,-74.81,91.4,59,75,9.17
294,Kidal,ML,2020-08-19 18:14:08,18.44,1.41,85.73,49,65,6.71
295,Juybar,IR,2020-08-19 18:14:08,36.64,52.91,78.8,65,16,4.9
296,Gao,ML,2020-08-19 18:14:08,16.64,1.64,86.65,47,48,11.86
297,Shache,CN,2020-08-19 18:14:08,38.42,77.24,75.52,28,84,3.04
298,Korla,CN,2020-08-19 18:14:08,41.76,86.15,78.01,42,100,4.0
299,Seminole,US,2020-08-19 18:14:09,28.71,-81.21,91.99,55,20,11.41
300,Horodnya,UA,2020-08-19 18:13:11,51.89,31.6,69.46,54,26,1.99
301,Zaysan,KZ,2020-08-19 18:14:09,47.47,84.87,65.26,31,0,8.01
302,Vargashi,RU,2020-08-19 18:14:09,55.36,65.85,47.28,93,100,13.65
